lane,shipment_count,total_emissions,average_emissions,average_utilization,average_transit_time_hrs,average_speed_kmph,average_co2_per_ton_km,hotspot_tag,recommendation_summary
Delhi - Kanpur,2,750.4,375.2,82.3350489687589,13.55,54,0.1318,Normal,Monitor lane performance and maintain current operating plan
Delhi - Kochi,1,1949.8,1949.8,59.6398812190371,56.6,57,0.7104,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Delhi - Kolkata,2,2382.3,1191.15,61.8938925318981,39.45,53,0.0915,Normal,Monitor lane performance and maintain current operating plan
Delhi - Kota,1,360.2,360.2,84.5866626967838,13.8,53,0.0851,Normal,Monitor lane performance and maintain current operating plan
Delhi - Lucknow,3,1248.2,416.066666666667,70.1393319416993,16.9333333333333,45.3333333333333,0.121,Normal,Monitor lane performance and maintain current operating plan
Delhi - Ludhiana,1,232.4,232.4,69.2304194573886,10.2,53,0.0688,Normal,Monitor lane performance and maintain current operating plan
Delhi - Madurai,3,6413,2137.66666666667,79.0057358746931,62.6333333333333,51.3333333333333,0.1036,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Delhi - Mangalore,1,1462.2,1462.2,75.9368354285289,48.6,57,0.1412,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Delhi - Mumbai,2,2195.4,1097.7,61.1343560006853,34.65,53.5,0.0671,Normal,Monitor lane performance and maintain current operating plan
Delhi - Nagpur,2,1994.9,997.45,76.3674197988519,30,45,0.0524,Normal,Monitor lane performance and maintain current operating plan
Delhi - Nashik,4,3310.7,827.675,63.2157311167197,29.9,56.5,0.171375,Normal,Monitor lane performance and maintain current operating plan
Delhi - Noida,2,68,34,91.8116020315738,4.55,40,0.1323,Normal,Monitor lane performance and maintain current operating plan
Delhi - Panipat,4,320.3,80.075,68.6888489775978,6.175,37,0.10835,Normal,Monitor lane performance and maintain current operating plan
Delhi - Patna,3,2384.4,794.8,60.0493966601445,26.6,52,0.2685,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Delhi - Prayagraj,1,631.6,631.6,95.2474580635982,18.8,53,0.1103,Normal,Monitor lane performance and maintain current operating plan
Delhi - Rajkot,1,930.2,930.2,87.9871126052323,29.8,50,0.0603,Normal,Monitor lane performance and maintain current operating plan
Delhi - Ranchi,1,854.2,854.2,56.7851142957345,30.2,55,0.072,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Delhi - Rohtak,1,52.6,52.6,60.0393329449946,5.1,41,0.1564,Normal,Monitor lane performance and maintain current operating plan
Delhi - Salem,1,1831,1831,81.8697572970721,55.8,52,0.07,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Delhi - Siliguri,2,2100.9,1050.45,70.5157705948748,33.3,55,0.0851,Normal,Monitor lane performance and maintain current operating plan
Delhi - Surat,1,756.6,756.6,70.5326137495323,27.4,55,0.4887,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Delhi - Thiruvananthapuram,2,4358.5,2179.25,62.7045896879239,67.4,50,0.05,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Delhi - Tirupati,2,2791.4,1395.7,78.449706288195,46.6,57,0.15985,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Delhi - Trichy,1,2470.2,2470.2,39.4514334637414,70,42,0.0442,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Delhi - Udaipur,1,575.9,575.9,58.1077936613836,19.8,47,0.0439,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Delhi - Vadodara,1,1117,1117,85.2020775570263,30.9,40,0.0493,Normal,Monitor lane performance and maintain current operating plan
Delhi - Varanasi,1,652.3,652.3,70.9386206567492,22.4,50,0.0728,Normal,Monitor lane performance and maintain current operating plan
Delhi - Vijayawada,2,2677,1338.5,97.1800019954809,41.3,53.5,0.0982,Normal,Monitor lane performance and maintain current operating plan
Delhi - Visakhapatnam,2,2331.6,1165.8,57.5795995546873,39.95,54.5,0.10275,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Durgapur - Ahmedabad,4,5114.9,1278.725,58.8390094233163,42.5,56,0.146725,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Durgapur - Amritsar,2,2502,1251,90.5721367522823,39.55,61,0.12,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Aurangabad,3,3319.1,1106.36666666667,57.3735398515785,35.3,59,0.108666666666667,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Durgapur - Bangalore,1,1423.9,1423.9,100,44.4,55,0.1043,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Durgapur - Bhopal,3,2507.7,835.9,60.2338069287459,27.1,62,0.1884,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Bilaspur,2,1252.4,626.2,65.8203260810393,20.1,45,0.042,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Chandigarh,3,3776.6,1258.86666666667,74.8045543976003,37.3,56,0.0986333333333333,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Chennai,1,1487.4,1487.4,86.2869887961446,43.6,49,0.0452,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Durgapur - Coimbatore,2,2953.6,1476.8,73.2972130006624,44.9,62,0.1329,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Durgapur - Delhi,2,2035,1017.5,56.0993831528564,35.1,53.5,0.0907,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Durgapur - Ghaziabad,4,4717.8,1179.45,71.5972635160486,35.925,51,0.0902,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Guntur,1,870.1,870.1,68.4660387521997,29.3,60,0.0758,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Gurgaon,2,2115.4,1057.7,63.9698531374122,35.5,52.5,0.0649,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Guwahati,1,416.2,416.2,57.6466958646265,16.7,55,0.2249,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Durgapur - Gwalior,2,1510.9,755.45,45.2490148099978,26.1,62,0.53145,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Durgapur - Hubli,4,5322.8,1330.7,68.6128876712625,41.65,59.25,0.084675,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Hyderabad,2,2220.8,1110.4,80.7183090188576,33.9,54.5,0.16955,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Jabalpur,2,1286.2,643.1,71.2614394925766,21.75,55.5,0.0569,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Jaipur,2,2130.3,1065.15,54.9427068955763,35.1,56,0.22035,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Durgapur - Jalandhar,1,1202.7,1202.7,40.5250476611944,37.3,62,0.6567,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Durgapur - Kanpur,1,619.3,619.3,69.9714098764945,21.6,58,0.0794,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Kochi,2,3583.8,1791.9,71.8515219293526,51.15,58,0.20765,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Durgapur - Kolkata,1,171.4,171.4,97.0672761895032,8.3,39,0.1516,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Ludhiana,1,1245.5,1245.5,47.7113463630926,37.1,60,0.0811,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Durgapur - Madurai,3,4430.6,1476.86666666667,63.5727372199233,47.4666666666667,59,0.0775333333333333,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Durgapur - Mangalore,3,4337.1,1445.7,69.90417247067,45.2,61.3333333333333,0.301433333333333,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Durgapur - Nagpur,2,1465.4,732.7,65.2701688178743,26.3,54,0.22525,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Durgapur - Nashik,2,2465.6,1232.8,76.3054616415215,39.1,58.5,0.0727,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Noida,3,2956.7,985.566666666667,79.9603816800339,33.1,55.6666666666667,0.2518,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Durgapur - Patna,1,268.3,268.3,92.0443251638319,11.1,55,0.1264,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Prayagraj,1,528.4,528.4,40.5259287788443,18.3,55,0.259,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Durgapur - Pune,2,2956,1478,91.8746231489294,43,55,0.10615,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Durgapur - Raipur,1,575.9,575.9,54.1184629860745,20.8,50,0.0573,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Durgapur - Rajkot,1,1698,1698,83.5332790529624,48.2,54,0.0412,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Durgapur - Ranchi,1,164.6,164.6,69.1564510589441,7.4,55,0.2196,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Durgapur - Rohtak,1,1144.9,1144.9,53.9343924769532,35.7,54,0.0373,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Durgapur - Siliguri,1,307.2,307.2,75.1549868521631,12.5,55,0.1376,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Thiruvananthapuram,2,3616.3,1808.15,72.3190483649203,54.6,56,0.0559,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Durgapur - Tirupati,4,4911.8,1227.95,78.6746861238815,36.525,60.25,0.18895,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Udaipur,1,1108.7,1108.7,100,35.9,62,0.1704,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Varanasi,2,916.2,458.1,92.3249913761752,15.6,54,0.1557,Normal,Monitor lane performance and maintain current operating plan
Durgapur - Visakhapatnam,1,553.4,553.4,49.0576060920292,21.1,60,0.2288,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Faridabad - Ahmedabad,2,1758.1,879.05,73.6869776644407,26.9,45,0.0567,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Amritsar,1,366.9,366.9,99.1651786873194,14,55,0.1643,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Bangalore,1,1302.7,1302.7,40.0610786404116,47.2,57,0.5427,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Faridabad - Bhopal,1,439.3,439.3,50.5050026550197,17.7,55,0.1803,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Faridabad - Bilaspur,4,3147.4,786.85,68.3987672731945,26.225,52,0.08975,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Chandigarh,1,347.6,347.6,66.2919570734444,12,40,0.0488,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Chennai,3,4442.2,1480.73333333333,69.1453037731496,47.6,57,0.2946,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Faridabad - Coimbatore,1,1774.6,1774.6,52.4173466114631,52.7,57,0.3338,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Faridabad - Delhi,1,41.9,41.9,90.707489878614,4.7,41,0.2861,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Faridabad - Durgapur,1,976.6,976.6,71.6030935105243,33.4,55,0.0881,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Ghaziabad,1,31.8,31.8,59.4625878623295,4.5,41,0.1725,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Guwahati,6,7492.4,1248.73333333333,69.2379847600167,41.0833333333333,55.8333333333333,0.1387,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Gwalior,2,428.4,214.2,62.7150406029713,9.7,54,0.2138,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Faridabad - Hubli,3,3416.3,1138.76666666667,51.1507058661936,40.9,57,0.194766666666667,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Faridabad - Hyderabad,2,2966.3,1483.15,96.0909625921741,40.8,47,0.0455,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Faridabad - Indore,2,1235.8,617.9,89.1119518749838,20,54,0.1251,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Jabalpur,1,637.6,637.6,96.5187540061788,20.9,50,0.0625,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Jaipur,2,405.1,202.55,71.7469849739005,9.6,46,0.1108,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Kanpur,3,947.8,315.933333333333,69.9569739097204,12.4,55,0.269566666666667,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Faridabad - Kochi,3,5642.2,1880.73333333333,68.428247419197,59.3333333333333,53,0.0748666666666667,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Faridabad - Kolkata,1,957.6,957.6,39.1063099352459,36.3,57,0.3351,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Faridabad - Kota,4,1467.3,366.825,66.6320717139621,13.55,50.75,0.06675,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Lucknow,1,421.6,421.6,95.4340780953807,16.7,42,0.0662,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Ludhiana,1,431.5,431.5,89.3493421210866,13.6,40,0.0493,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Madurai,2,4039.1,2019.55,90.0463608002349,57.4,55,0.10845,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Faridabad - Mumbai,2,1775.2,887.6,40.4113554913345,32.85,56,0.31635,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Faridabad - Nagpur,2,1505.1,752.55,52.4633064060111,25.35,52.5,0.1001,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Faridabad - Nashik,3,2592.8,864.266666666667,78.7925600714641,29.6333333333333,55.6666666666667,0.113333333333333,Normal,Monitor lane performance and maintain current operating plan
Faridabad - Patna,1,754.8,754.8,46.1875191051692,24.6,55,0.1778,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Faridabad - Prayagraj,1,494.2,494.2,78.6973029023205,17.8,53,0.0911,Normal,Monitor lane performance and maintain current operating plan
